trial_id,config_id,seed,choice_ok,choice,premise_ok,premise_attr,premise_text,choice_raw,premise_raw
train_0005__p_at_oa_vs_q_at_oa,train_cfg_0005,1364256743,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0005__q_at_oa_vs_p_at_oa,train_cfg_0005,3894337101,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0005__q_at_oa_vs_p_at_oa,train_cfg_0005,3843634757,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0005__q_at_oa_vs_p_at_oa,train_cfg_0005,1108822445,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0005__p_at_ob_vs_q_at_ob,train_cfg_0005,2923451979,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0005__p_at_ob_vs_q_at_ob,train_cfg_0005,3962190408,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0005__p_at_ob_vs_q_at_ob,train_cfg_0005,537863894,True,B,True,M,STAFF SUSTAINABILITY,B. Staff sustainability.,B. Staff sustainability.
train_0005__q_at_ob_vs_p_at_ob,train_cfg_0005,2980481507,True,A,True,A,AUDIT READINESS,A. Audit readiness.,A. Audit readiness.
train_0005__q_at_ob_vs_p_at_ob,train_cfg_0005,1534542093,True,A,True,A,AUDIT READINESS,A. Audit readiness.,A. Audit readiness.
train_0005__q_at_ob_vs_p_at_ob,train_cfg_0005,3094315113,True,A,True,A,AUDIT READINESS,A. Audit readiness.,A. Audit readiness.
train_0006__p_at_oa_vs_q_at_oa,train_cfg_0006,606545379,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0006__p_at_oa_vs_q_at_oa,train_cfg_0006,2224840560,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0006__p_at_oa_vs_q_at_oa,train_cfg_0006,1828022688,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0006__q_at_oa_vs_p_at_oa,train_cfg_0006,3889479710,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0006__q_at_oa_vs_p_at_oa,train_cfg_0006,956006196,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0006__q_at_oa_vs_p_at_oa,train_cfg_0006,551593191,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0006__p_at_ob_vs_q_at_ob,train_cfg_0006,3648623826,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0006__p_at_ob_vs_q_at_ob,train_cfg_0006,462580202,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0006__p_at_ob_vs_q_at_ob,train_cfg_0006,1537692733,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0006__q_at_ob_vs_p_at_ob,train_cfg_0006,2800067316,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0006__q_at_ob_vs_p_at_ob,train_cfg_0006,58555097,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0006__q_at_ob_vs_p_at_ob,train_cfg_0006,2869905731,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0007__p_at_oa_vs_q_at_oa,train_cfg_0007,3768191245,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0007__p_at_oa_vs_q_at_oa,train_cfg_0007,2901740008,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0007__p_at_oa_vs_q_at_oa,train_cfg_0007,3733658905,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0007__q_at_oa_vs_p_at_oa,train_cfg_0007,4240065677,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0007__q_at_oa_vs_p_at_oa,train_cfg_0007,169161182,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0007__q_at_oa_vs_p_at_oa,train_cfg_0007,400725495,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0007__p_at_ob_vs_q_at_ob,train_cfg_0007,950611314,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0007__p_at_ob_vs_q_at_ob,train_cfg_0007,3627569585,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0007__p_at_ob_vs_q_at_ob,train_cfg_0007,3650558487,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0007__q_at_ob_vs_p_at_ob,train_cfg_0007,3763078256,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0007__q_at_ob_vs_p_at_ob,train_cfg_0007,320062565,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0007__q_at_ob_vs_p_at_ob,train_cfg_0007,4265657444,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0008__p_at_oa_vs_q_at_oa,train_cfg_0008,3770770394,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0008__p_at_oa_vs_q_at_oa,train_cfg_0008,3024279267,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0008__p_at_oa_vs_q_at_oa,train_cfg_0008,4226104456,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0008__q_at_oa_vs_p_at_oa,train_cfg_0008,3087486071,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0008__q_at_oa_vs_p_at_oa,train_cfg_0008,2424585948,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0008__q_at_oa_vs_p_at_oa,train_cfg_0008,890077382,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0008__p_at_ob_vs_q_at_ob,train_cfg_0008,3758862447,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0008__p_at_ob_vs_q_at_ob,train_cfg_0008,385458748,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0008__p_at_ob_vs_q_at_ob,train_cfg_0008,1420847,True,A,True,C,SERVICE CONTINUITY,A. Service continuity.,A. Service continuity.
train_0008__q_at_ob_vs_p_at_ob,train_cfg_0008,931655259,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0008__q_at_ob_vs_p_at_ob,train_cfg_0008,2968302365,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0008__q_at_ob_vs_p_at_ob,train_cfg_0008,4114841432,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0009__p_at_oa_vs_q_at_oa,train_cfg_0009,2766207011,True,B,True,P,SYSTEM PORTABILITY,<B>. System portability.,<B>. System portability.
train_0009__p_at_oa_vs_q_at_oa,train_cfg_0009,1844195085,True,B,True,P,SYSTEM PORTABILITY,<B>. System portability.,<B>. System portability.
train_0009__p_at_oa_vs_q_at_oa,train_cfg_0009,2953697205,True,B,True,P,SYSTEM PORTABILITY,<B>. System portability.,<B>. System portability.
train_0009__q_at_oa_vs_p_at_oa,train_cfg_0009,1826531687,True,A,True,A,AUDIT READINESS,A. Audit readiness.,A. Audit readiness.
train_0009__q_at_oa_vs_p_at_oa,train_cfg_0009,1518546335,True,A,True,A,AUDIT READINESS,A. Audit readiness.,A. Audit readiness.
train_0009__q_at_oa_vs_p_at_oa,train_cfg_0009,1223790530,True,A,True,A,AUDIT READINESS,A. Audit readiness.,A. Audit readiness.
train_0009__p_at_ob_vs_q_at_ob,train_cfg_0009,300257464,True,B,True,P,SYSTEM PORTABILITY,<B>. System portability.,<B>. System portability.
train_0009__p_at_ob_vs_q_at_ob,train_cfg_0009,1642371312,True,B,True,P,SYSTEM PORTABILITY,<B>. System portability.,<B>. System portability.
train_0009__p_at_ob_vs_q_at_ob,train_cfg_0009,987829940,True,B,True,P,SYSTEM PORTABILITY,<B>. System portability.,<B>. System portability.
train_0009__q_at_ob_vs_p_at_ob,train_cfg_0009,3590118443,True,A,True,C,SERVICE CONTINUITY,A. Service continuity.,A. Service continuity.
train_0009__q_at_ob_vs_p_at_ob,train_cfg_0009,382880035,True,A,True,C,SERVICE CONTINUITY,A. Service continuity.,A. Service continuity.
train_0009__q_at_ob_vs_p_at_ob,train_cfg_0009,601006075,True,A,True,C,SERVICE CONTINUITY,A. Service continuity.,A. Service continuity.
train_0010__p_at_oa_vs_q_at_oa,train_cfg_0010,1526504050,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0010__p_at_oa_vs_q_at_oa,train_cfg_0010,3437579201,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0010__p_at_oa_vs_q_at_oa,train_cfg_0010,1607025018,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0010__q_at_oa_vs_p_at_oa,train_cfg_0010,1761687080,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0010__q_at_oa_vs_p_at_oa,train_cfg_0010,508222383,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0010__q_at_oa_vs_p_at_oa,train_cfg_0010,1107008247,True,A,True,C,SERVICE CONTINUITY,A. Service continuity.,A. Service continuity.
train_0010__p_at_ob_vs_q_at_ob,train_cfg_0010,657658787,True,B,True,M,STAFF SUSTAINABILITY,B. Staff sustainability.,B. Staff sustainability.
train_0010__p_at_ob_vs_q_at_ob,train_cfg_0010,712402427,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0010__p_at_ob_vs_q_at_ob,train_cfg_0010,1301954081,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0010__q_at_ob_vs_p_at_ob,train_cfg_0010,1058082535,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0010__q_at_ob_vs_p_at_ob,train_cfg_0010,3932912072,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0010__q_at_ob_vs_p_at_ob,train_cfg_0010,855443282,True,A,True,D,DEPLOYMENT SPEED,A. Deployment speed.,A. Deployment speed.
train_0011__p_at_oa_vs_q_at_oa,train_cfg_0011,1096414680,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0011__p_at_oa_vs_q_at_oa,train_cfg_0011,476572986,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0011__p_at_oa_vs_q_at_oa,train_cfg_0011,3471483632,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0011__q_at_oa_vs_p_at_oa,train_cfg_0011,3299233452,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0011__q_at_oa_vs_p_at_oa,train_cfg_0011,1004833841,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0011__q_at_oa_vs_p_at_oa,train_cfg_0011,2215974527,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0011__p_at_ob_vs_q_at_ob,train_cfg_0011,1636675120,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0011__p_at_ob_vs_q_at_ob,train_cfg_0011,1800592704,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0011__p_at_ob_vs_q_at_ob,train_cfg_0011,3811752914,True,B,True,T,THREAT REDUCTION,<B>. Threat reduction.,<B>. Threat reduction.
train_0011__q_at_ob_vs_p_at_ob,train_cfg_0011,3311744948,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0011__q_at_ob_vs_p_at_ob,train_cfg_0011,1435429003,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0011__q_at_ob_vs_p_at_ob,train_cfg_0011,126033459,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0012__p_at_oa_vs_q_at_oa,train_cfg_0012,3741294889,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0012__p_at_oa_vs_q_at_oa,train_cfg_0012,3069767046,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0012__p_at_oa_vs_q_at_oa,train_cfg_0012,2334143375,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0012__q_at_oa_vs_p_at_oa,train_cfg_0012,2157738099,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0012__q_at_oa_vs_p_at_oa,train_cfg_0012,1638444200,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0012__q_at_oa_vs_p_at_oa,train_cfg_0012,375333253,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0012__p_at_ob_vs_q_at_ob,train_cfg_0012,2233113434,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0012__p_at_ob_vs_q_at_ob,train_cfg_0012,469166739,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0012__p_at_ob_vs_q_at_ob,train_cfg_0012,444230469,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
train_0012__q_at_ob_vs_p_at_ob,train_cfg_0012,4039241239,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0012__q_at_ob_vs_p_at_ob,train_cfg_0012,1843451452,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0012__q_at_ob_vs_p_at_ob,train_cfg_0012,731230730,True,B,True,M,STAFF SUSTAINABILITY,<B>. Staff sustainability.,<B>. Staff sustainability.
train_0013__p_at_oa_vs_q_at_oa,train_cfg_0013,3397396174,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0013__p_at_oa_vs_q_at_oa,train_cfg_0013,451576015,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0013__p_at_oa_vs_q_at_oa,train_cfg_0013,339519323,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0013__q_at_oa_vs_p_at_oa,train_cfg_0013,3813885474,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0013__q_at_oa_vs_p_at_oa,train_cfg_0013,1630097247,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0013__q_at_oa_vs_p_at_oa,train_cfg_0013,2581803498,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0013__p_at_ob_vs_q_at_ob,train_cfg_0013,2015154546,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0013__p_at_ob_vs_q_at_ob,train_cfg_0013,816271064,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0013__p_at_ob_vs_q_at_ob,train_cfg_0013,2320099045,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0013__q_at_ob_vs_p_at_ob,train_cfg_0013,1943374455,True,B,True,A,AUDIT READINESS,<B>. Audit readiness.,<B>. Audit readiness.
train_0013__q_at_ob_vs_p_at_ob,train_cfg_0013,2076457088,True,B,True,A,AUDIT READINESS,<B>. Audit readiness.,<B>. Audit readiness.
train_0013__q_at_ob_vs_p_at_ob,train_cfg_0013,264429461,True,B,True,A,AUDIT READINESS,<B>. Audit readiness.,<B>. Audit readiness.
train_0014__p_at_oa_vs_q_at_oa,train_cfg_0014,22927729,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0014__p_at_oa_vs_q_at_oa,train_cfg_0014,1618027042,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0014__p_at_oa_vs_q_at_oa,train_cfg_0014,562205232,True,A,True,T,THREAT REDUCTION,A. Threat reduction.,A. Threat reduction.
train_0014__q_at_oa_vs_p_at_oa,train_cfg_0014,3548664975,True,B,True,A,AUDIT READINESS,<B>. Audit readiness.,<B>. Audit readiness.
train_0014__q_at_oa_vs_p_at_oa,train_cfg_0014,3948325452,True,B,True,A,AUDIT READINESS,<B>. Audit readiness.,<B>. Audit readiness.
train_0014__q_at_oa_vs_p_at_oa,train_cfg_0014,1232568060,True,B,True,A,AUDIT READINESS,<B>. Audit readiness.,<B>. Audit readiness.
train_0014__p_at_ob_vs_q_at_ob,train_cfg_0014,1170379954,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0014__p_at_ob_vs_q_at_ob,train_cfg_0014,740222243,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0014__p_at_ob_vs_q_at_ob,train_cfg_0014,1332207159,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0014__q_at_ob_vs_p_at_ob,train_cfg_0014,1389934896,True,A,True,C,SERVICE CONTINUITY,A. Service continuity.,A. Service continuity.
train_0014__q_at_ob_vs_p_at_ob,train_cfg_0014,3600267464,True,A,True,C,SERVICE CONTINUITY,A. Service continuity.,A. Service continuity.
train_0014__q_at_ob_vs_p_at_ob,train_cfg_0014,2614573060,True,A,True,C,SERVICE CONTINUITY,A. Service continuity.,A. Service continuity.
train_0015__p_at_oa_vs_q_at_oa,train_cfg_0015,462082712,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0015__p_at_oa_vs_q_at_oa,train_cfg_0015,1351403131,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0015__p_at_oa_vs_q_at_oa,train_cfg_0015,1415184563,True,B,True,D,DEPLOYMENT SPEED,<B>. Deployment speed.,<B>. Deployment speed.
train_0015__q_at_oa_vs_p_at_oa,train_cfg_0015,3529428181,True,A,True,D,DEPLOYMENT SPEED,A. Deployment speed.,A. Deployment speed.
train_0015__q_at_oa_vs_p_at_oa,train_cfg_0015,3414136946,True,A,True,D,DEPLOYMENT SPEED,A. Deployment speed.,A. Deployment speed.
train_0015__q_at_oa_vs_p_at_oa,train_cfg_0015,1117177457,True,A,True,D,DEPLOYMENT SPEED,A. Deployment speed.,A. Deployment speed.
train_0015__p_at_ob_vs_q_at_ob,train_cfg_0015,1102499800,True,A,True,M,STAFF SUSTAINABILITY,A. Staff sustainability.,A. Staff sustainability.
